Date,Country,Region,Business Unit,Account,Scenario,Amount EUR
2026-10-01,Italy,Southern Europe,Industrial Solutions,Material Costs,Actual,-815397.38
2026-10-01,Italy,Southern Europe,Industrial Solutions,Production Costs,Actual,-264453.2
2026-10-01,Italy,Southern Europe,Industrial Solutions,Personnel Costs,Actual,-319547.62
2026-10-01,Italy,Southern Europe,Industrial Solutions,External Services,Actual,-110188.84
2026-10-01,Italy,Southern Europe,Industrial Solutions,Travel Expenses,Actual,-26469.09
2026-10-01,Italy,Southern Europe,Industrial Solutions,IT Expenses,Actual,-21755.59
2026-10-01,Italy,Southern Europe,Industrial Solutions,Other Operating Expenses,Actual,-40122.83
2026-10-01,Italy,Southern Europe,Industrial Solutions,Depreciation,Actual,-75752.51
2026-10-01,Italy,Southern Europe,Industrial Solutions,Other Operating Income,Actual,8131.41
2026-10-01,Italy,Southern Europe,Industrial Solutions,Revenue,Budget,2169221.5
2026-10-01,Italy,Southern Europe,Industrial Solutions,Material Costs,Budget,-802611.96
2026-10-01,Italy,Southern Europe,Industrial Solutions,Production Costs,Budget,-260306.58
2026-10-01,Italy,Southern Europe,Industrial Solutions,Personnel Costs,Budget,-314537.12
2026-10-01,Italy,Southern Europe,Industrial Solutions,External Services,Budget,-108461.08
2026-10-01,Italy,Southern Europe,Industrial Solutions,Travel Expenses,Budget,-26424.7
2026-10-01,Italy,Southern Europe,Industrial Solutions,IT Expenses,Budget,-21964.04
2026-10-01,Italy,Southern Europe,Industrial Solutions,Other Operating Expenses,Budget,-37835.99
2026-10-01,Italy,Southern Europe,Industrial Solutions,Depreciation,Budget,-75922.75
2026-10-01,Italy,Southern Europe,Industrial Solutions,Other Operating Income,Budget,8155.28
2026-10-01,Italy,Southern Europe,Industrial Solutions,Revenue,Forecast,2168895.85
2026-10-01,Italy,Southern Europe,Industrial Solutions,Material Costs,Forecast,-795308.12
2026-10-01,Italy,Southern Europe,Industrial Solutions,Production Costs,Forecast,-257937.77
2026-10-01,Italy,Southern Europe,Industrial Solutions,Personnel Costs,Forecast,-311674.8
2026-10-01,Italy,Southern Europe,Industrial Solutions,External Services,Forecast,-107474.07
2026-10-01,Italy,Southern Europe,Industrial Solutions,Travel Expenses,Forecast,-25510.22
2026-10-01,Italy,Southern Europe,Industrial Solutions,IT Expenses,Forecast,-22015.78
2026-10-01,Italy,Southern Europe,Industrial Solutions,Other Operating Expenses,Forecast,-38440.33
2026-10-01,Italy,Southern Europe,Industrial Solutions,Depreciation,Forecast,-75911.35
2026-10-01,Italy,Southern Europe,Industrial Solutions,Other Operating Income,Forecast,8378.41
2026-10-01,Italy,Southern Europe,Services,Revenue,Actual,1412694.44
2026-10-01,Italy,Southern Europe,Services,Material Costs,Actual,-253145.48
2026-10-01,Italy,Southern Europe,Services,Production Costs,Actual,-112509.1
2026-10-01,Italy,Southern Europe,Services,Personnel Costs,Actual,-330495.49
2026-10-01,Italy,Southern Europe,Services,External Services,Actual,-105477.28
2026-10-01,Italy,Southern Europe,Services,Travel Expenses,Actual,-16896.39
2026-10-01,Italy,Southern Europe,Services,IT Expenses,Actual,-14492.0
2026-10-01,Italy,Southern Europe,Services,Other Operating Expenses,Actual,-24952.24
2026-10-01,Italy,Southern Europe,Services,Depreciation,Actual,-28253.89
2026-10-01,Italy,Southern Europe,Services,Other Operating Income,Actual,5948.12
2026-10-01,Italy,Southern Europe,Services,Revenue,Budget,1349490.4
2026-10-01,Italy,Southern Europe,Services,Material Costs,Budget,-242908.27
2026-10-01,Italy,Southern Europe,Services,Production Costs,Budget,-107959.23
2026-10-01,Italy,Southern Europe,Services,Personnel Costs,Budget,-317130.24
2026-10-01,Italy,Southern Europe,Services,External Services,Budget,-101211.78
2026-10-01,Italy,Southern Europe,Services,Travel Expenses,Budget,-16296.15
2026-10-01,Italy,Southern Europe,Services,IT Expenses,Budget,-13451.61
2026-10-01,Italy,Southern Europe,Services,Other Operating Expenses,Budget,-25809.55
2026-10-01,Italy,Southern Europe,Services,Depreciation,Budget,-26989.81
2026-10-01,Italy,Southern Europe,Services,Other Operating Income,Budget,5170.03
2026-10-01,Italy,Southern Europe,Services,Revenue,Forecast,1384397.07
2026-10-01,Italy,Southern Europe,Services,Material Costs,Forecast,-248133.85
2026-10-01,Italy,Southern Europe,Services,Production Costs,Forecast,-110281.71
2026-10-01,Italy,Southern Europe,Services,Personnel Costs,Forecast,-323952.52
2026-10-01,Italy,Southern Europe,Services,External Services,Forecast,-103389.1
2026-10-01,Italy,Southern Europe,Services,Travel Expenses,Forecast,-15998.54
2026-10-01,Italy,Southern Europe,Services,IT Expenses,Forecast,-14107.69
2026-10-01,Italy,Southern Europe,Services,Other Operating Expenses,Forecast,-25971.48
2026-10-01,Italy,Southern Europe,Services,Depreciation,Forecast,-27687.94
2026-10-01,Italy,Southern Europe,Services,Other Operating Income,Forecast,5907.48
2026-10-01,Italy,Southern Europe,Equipment,Revenue,Actual,1710082.72
2026-10-01,Italy,Southern Europe,Equipment,Material Costs,Actual,-704613.8
2026-10-01,Italy,Southern Europe,Equipment,Production Costs,Actual,-245795.51
2026-10-01,Italy,Southern Europe,Equipment,Personnel Costs,Actual,-196636.41
2026-10-01,Italy,Southern Europe,Equipment,External Services,Actual,-65545.47
2026-10-01,Italy,Southern Europe,Equipment,Travel Expenses,Actual,-21774.34
2026-10-01,Italy,Southern Europe,Equipment,IT Expenses,Actual,-17261.23
2026-10-01,Italy,Southern Europe,Equipment,Other Operating Expenses,Actual,-30402.91
2026-10-01,Italy,Southern Europe,Equipment,Depreciation,Actual,-76953.72
2026-10-01,Italy,Southern Europe,Equipment,Other Operating Income,Actual,7203.7
2026-10-01,Italy,Southern Europe,Equipment,Revenue,Budget,1747284.83
2026-10-01,Italy,Southern Europe,Equipment,Material Costs,Budget,-751332.48
2026-10-01,Italy,Southern Europe,Equipment,Production Costs,Budget,-262092.73
2026-10-01,Italy,Southern Europe,Equipment,Personnel Costs,Budget,-209674.18
2026-10-01,Italy,Southern Europe,Equipment,External Services,Budget,-69891.39
2026-10-01,Italy,Southern Europe,Equipment,Travel Expenses,Budget,-20355.53
2026-10-01,Italy,Southern Europe,Equipment,IT Expenses,Budget,-17614.95
2026-10-01,Italy,Southern Europe,Equipment,Other Operating Expenses,Budget,-31315.39
2026-10-01,Italy,Southern Europe,Equipment,Depreciation,Budget,-78627.82
2026-10-01,Italy,Southern Europe,Equipment,Other Operating Income,Budget,7167.69
2026-10-01,Italy,Southern Europe,Equipment,Revenue,Forecast,1721778.02
2026-10-01,Italy,Southern Europe,Equipment,Material Costs,Forecast,-739799.74
2026-10-01,Italy,Southern Europe,Equipment,Production Costs,Forecast,-258069.68
2026-10-01,Italy,Southern Europe,Equipment,Personnel Costs,Forecast,-206455.74
2026-10-01,Italy,Southern Europe,Equipment,External Services,Forecast,-68818.58
2026-10-01,Italy,Southern Europe,Equipment,Travel Expenses,Forecast,-19761.99
2026-10-01,Italy,Southern Europe,Equipment,IT Expenses,Forecast,-17243.81
2026-10-01,Italy,Southern Europe,Equipment,Other Operating Expenses,Forecast,-31804.66
2026-10-01,Italy,Southern Europe,Equipment,Depreciation,Forecast,-77480.01
2026-10-01,Italy,Southern Europe,Equipment,Other Operating Income,Forecast,6879.06
2026-10-01,Switzerland,DACH,Industrial Solutions,Revenue,Actual,1964580.92
2026-10-01,Switzerland,DACH,Industrial Solutions,Material Costs,Actual,-715546.1
2026-10-01,Switzerland,DACH,Industrial Solutions,Production Costs,Actual,-232069.01
2026-10-01,Switzerland,DACH,Industrial Solutions,Personnel Costs,Actual,-280416.72
2026-10-01,Switzerland,DACH,Industrial Solutions,External Services,Actual,-96695.42
2026-10-01,Switzerland,DACH,Industrial Solutions,Travel Expenses,Actual,-24103.27
2026-10-01,Switzerland,DACH,Industrial Solutions,IT Expenses,Actual,-19658.18
2026-10-01,Switzerland,DACH,Industrial Solutions,Other Operating Expenses,Actual,-35972.52
2026-10-01,Switzerland,DACH,Industrial Solutions,Depreciation,Actual,-68760.33
2026-10-01,Switzerland,DACH,Industrial Solutions,Other Operating Income,Actual,8200.23
2026-10-01,Switzerland,DACH,Industrial Solutions,Revenue,Budget,2058169.94
2026-10-01,Switzerland,DACH,Industrial Solutions,Material Costs,Budget,-761522.88
2026-10-01,Switzerland,DACH,Industrial Solutions,Production Costs,Budget,-246980.39
2026-10-01,Switzerland,DACH,Industrial Solutions,Personnel Costs,Budget,-298434.64
2026-10-01,Switzerland,DACH,Industrial Solutions,External Services,Budget,-102908.5
2026-10-01,Switzerland,DACH,Industrial Solutions,Travel Expenses,Budget,-25210.49
2026-10-01,Switzerland,DACH,Industrial Solutions,IT Expenses,Budget,-20694.12
2026-10-01,Switzerland,DACH,Industrial Solutions,Other Operating Expenses,Budget,-36122.54
2026-10-01,Switzerland,DACH,Industrial Solutions,Depreciation,Budget,-72035.95
2026-10-01,Switzerland,DACH,Industrial Solutions,Other Operating Income,Budget,8231.76
2026-10-01,Switzerland,DACH,Industrial Solutions,Revenue,Forecast,2006274.4
2026-10-01,Switzerland,DACH,Industrial Solutions,Material Costs,Forecast,-737572.83
2026-10-01,Switzerland,DACH,Industrial Solutions,Production Costs,Forecast,-239212.81
2026-10-01,Switzerland,DACH,Industrial Solutions,Personnel Costs,Forecast,-289048.81
2026-10-01,Switzerland,DACH,Industrial Solutions,External Services,Forecast,-99672.0
2026-10-01,Switzerland,DACH,Industrial Solutions,Travel Expenses,Forecast,-23826.79
2026-10-01,Switzerland,DACH,Industrial Solutions,IT Expenses,Forecast,-19912.46
2026-10-01,Switzerland,DACH,Industrial Solutions,Other Operating Expenses,Forecast,-35228.24
2026-10-01,Switzerland,DACH,Industrial Solutions,Depreciation,Forecast,-70219.6
2026-10-01,Switzerland,DACH,Industrial Solutions,Other Operating Income,Forecast,7396.78
2026-10-01,Switzerland,DACH,Services,Revenue,Actual,1283127.77
2026-10-01,Switzerland,DACH,Services,Material Costs,Actual,-231053.55
2026-10-01,Switzerland,DACH,Services,Production Costs,Actual,-102690.47
2026-10-01,Switzerland,DACH,Services,Personnel Costs,Actual,-301653.25
2026-10-01,Switzerland,DACH,Services,External Services,Actual,-96272.31
2026-10-01,Switzerland,DACH,Services,Travel Expenses,Actual,-16275.32
2026-10-01,Switzerland,DACH,Services,IT Expenses,Actual,-13093.82
2026-10-01,Switzerland,DACH,Services,Other Operating Expenses,Actual,-24045.29
2026-10-01,Switzerland,DACH,Services,Depreciation,Actual,-25662.56
2026-10-01,Switzerland,DACH,Services,Other Operating Income,Actual,5212.81
2026-10-01,Switzerland,DACH,Services,Revenue,Budget,1264282.99
2026-10-01,Switzerland,DACH,Services,Material Costs,Budget,-227570.94
2026-10-01,Switzerland,DACH,Services,Production Costs,Budget,-101142.64
2026-10-01,Switzerland,DACH,Services,Personnel Costs,Budget,-297106.5
2026-10-01,Switzerland,DACH,Services,External Services,Budget,-94821.22
2026-10-01,Switzerland,DACH,Services,Travel Expenses,Budget,-15702.78
2026-10-01,Switzerland,DACH,Services,IT Expenses,Budget,-12459.77
2026-10-01,Switzerland,DACH,Services,Other Operating Expenses,Budget,-22390.51
2026-10-01,Switzerland,DACH,Services,Depreciation,Budget,-25285.66
2026-10-01,Switzerland,DACH,Services,Other Operating Income,Budget,4503.04
2026-10-01,Switzerland,DACH,Services,Revenue,Forecast,1260900.02
2026-10-01,Switzerland,DACH,Services,Material Costs,Forecast,-230192.52
2026-10-01,Switzerland,DACH,Services,Production Costs,Forecast,-102307.79
2026-10-01,Switzerland,DACH,Services,Personnel Costs,Forecast,-300529.13
2026-10-01,Switzerland,DACH,Services,External Services,Forecast,-95913.55
2026-10-01,Switzerland,DACH,Services,Travel Expenses,Forecast,-15829.99
2026-10-01,Switzerland,DACH,Services,IT Expenses,Forecast,-12469.5
2026-10-01,Switzerland,DACH,Services,Other Operating Expenses,Forecast,-22552.11
2026-10-01,Switzerland,DACH,Services,Depreciation,Forecast,-25218.0
2026-10-01,Switzerland,DACH,Services,Other Operating Income,Forecast,4891.51
2026-10-01,Switzerland,DACH,Equipment,Revenue,Actual,1677930.63
2026-10-01,Switzerland,DACH,Equipment,Material Costs,Actual,-728895.52
2026-10-01,Switzerland,DACH,Equipment,Production Costs,Actual,-254265.88
2026-10-01,Switzerland,DACH,Equipment,Personnel Costs,Actual,-203412.7
2026-10-01,Switzerland,DACH,Equipment,External Services,Actual,-67804.23
2026-10-01,Switzerland,DACH,Equipment,Travel Expenses,Actual,-19968.04
2026-10-01,Switzerland,DACH,Equipment,IT Expenses,Actual,-16817.36
2026-10-01,Switzerland,DACH,Equipment,Other Operating Expenses,Actual,-30549.32
2026-10-01,Switzerland,DACH,Equipment,Depreciation,Actual,-75506.88
2026-10-01,Switzerland,DACH,Equipment,Other Operating Income,Actual,6661.2
2026-10-01,Switzerland,DACH,Equipment,Revenue,Budget,1621781.6
2026-10-01,Switzerland,DACH,Equipment,Material Costs,Budget,-697366.09
2026-10-01,Switzerland,DACH,Equipment,Production Costs,Budget,-243267.24
2026-10-01,Switzerland,DACH,Equipment,Personnel Costs,Budget,-194613.79
2026-10-01,Switzerland,DACH,Equipment,External Services,Budget,-64871.26
2026-10-01,Switzerland,DACH,Equipment,Travel Expenses,Budget,-19400.9
2026-10-01,Switzerland,DACH,Equipment,IT Expenses,Budget,-16148.44
2026-10-01,Switzerland,DACH,Equipment,Other Operating Expenses,Budget,-29900.21
2026-10-01,Switzerland,DACH,Equipment,Depreciation,Budget,-72980.17
2026-10-01,Switzerland,DACH,Equipment,Other Operating Income,Budget,6595.79
2026-10-01,Switzerland,DACH,Equipment,Revenue,Forecast,1629621.84
2026-10-01,Switzerland,DACH,Equipment,Material Costs,Forecast,-702592.25
2026-10-01,Switzerland,DACH,Equipment,Production Costs,Forecast,-245090.32
2026-10-01,Switzerland,DACH,Equipment,Personnel Costs,Forecast,-196072.25
2026-10-01,Switzerland,DACH,Equipment,External Services,Forecast,-65357.42
2026-10-01,Switzerland,DACH,Equipment,Travel Expenses,Forecast,-18809.84
2026-10-01,Switzerland,DACH,Equipment,IT Expenses,Forecast,-16172.83
2026-10-01,Switzerland,DACH,Equipment,Other Operating Expenses,Forecast,-29992.21
2026-10-01,Switzerland,DACH,Equipment,Depreciation,Forecast,-73332.98
2026-10-01,Switzerland,DACH,Equipment,Other Operating Income,Forecast,6528.32
2026-11-01,Austria,DACH,Industrial Solutions,Revenue,Actual,2944858.67
2026-11-01,Austria,DACH,Industrial Solutions,Material Costs,Actual,-1130360.07
2026-11-01,Austria,DACH,Industrial Solutions,Production Costs,Actual,-366603.27
2026-11-01,Austria,DACH,Industrial Solutions,Personnel Costs,Actual,-442978.95
2026-11-01,Austria,DACH,Industrial Solutions,External Services,Actual,-152751.36
2026-11-01,Austria,DACH,Industrial Solutions,Travel Expenses,Actual,-34796.58
2026-11-01,Austria,DACH,Industrial Solutions,IT Expenses,Actual,-27944.62
2026-11-01,Austria,DACH,Industrial Solutions,Other Operating Expenses,Actual,-52784.31
2026-11-01,Austria,DACH,Industrial Solutions,Depreciation,Actual,-103070.05
2026-11-01,Austria,DACH,Industrial Solutions,Other Operating Income,Actual,11625.82
2026-11-01,Austria,DACH,Industrial Solutions,Revenue,Budget,2795335.62
2026-11-01,Austria,DACH,Industrial Solutions,Material Costs,Budget,-1034274.18
2026-11-01,Austria,DACH,Industrial Solutions,Production Costs,Budget,-335440.27
2026-11-01,Austria,DACH,Industrial Solutions,Personnel Costs,Budget,-405323.67
2026-11-01,Austria,DACH,Industrial Solutions,External Services,Budget,-139766.78
2026-11-01,Austria,DACH,Industrial Solutions,Travel Expenses,Budget,-33936.86
2026-11-01,Austria,DACH,Industrial Solutions,IT Expenses,Budget,-27867.31
2026-11-01,Austria,DACH,Industrial Solutions,Other Operating Expenses,Budget,-49913.03
2026-11-01,Austria,DACH,Industrial Solutions,Depreciation,Budget,-97836.75
2026-11-01,Austria,DACH,Industrial Solutions,Other Operating Income,Budget,10385.5
2026-11-01,Austria,DACH,Industrial Solutions,Revenue,Forecast,2901482.62
2026-11-01,Austria,DACH,Industrial Solutions,Material Costs,Forecast,-1061439.36
2026-11-01,Austria,DACH,Industrial Solutions,Production Costs,Forecast,-344250.6
2026-11-01,Austria,DACH,Industrial Solutions,Personnel Costs,Forecast,-415969.48
2026-11-01,Austria,DACH,Industrial Solutions,External Services,Forecast,-143437.75
2026-11-01,Austria,DACH,Industrial Solutions,Travel Expenses,Forecast,-35315.67
2026-11-01,Austria,DACH,Industrial Solutions,IT Expenses,Forecast,-30010.56
2026-11-01,Austria,DACH,Industrial Solutions,Other Operating Expenses,Forecast,-52099.35
2026-11-01,Austria,DACH,Industrial Solutions,Depreciation,Forecast,-101551.89
2026-11-01,Austria,DACH,Industrial Solutions,Other Operating Income,Forecast,11758.11
2026-11-01,Austria,DACH,Services,Revenue,Actual,1684171.08
2026-11-01,Austria,DACH,Services,Material Costs,Actual,-297538.79
2026-11-01,Austria,DACH,Services,Production Costs,Actual,-132239.46
2026-11-01,Austria,DACH,Services,Personnel Costs,Actual,-388453.42
2026-11-01,Austria,DACH,Services,External Services,Actual,-123974.5
2026-11-01,Austria,DACH,Services,Travel Expenses,Actual,-20734.4
2026-11-01,Austria,DACH,Services,IT Expenses,Actual,-16892.71
2026-11-01,Austria,DACH,Services,Other Operating Expenses,Actual,-30541.27
2026-11-01,Austria,DACH,Services,Depreciation,Actual,-33683.42
2026-11-01,Austria,DACH,Services,Other Operating Income,Actual,6525.8
2026-11-01,Austria,DACH,Services,Revenue,Budget,1753178.17
2026-11-01,Austria,DACH,Services,Material Costs,Budget,-315572.07
2026-11-01,Austria,DACH,Services,Production Costs,Budget,-140254.25
2026-11-01,Austria,DACH,Services,Personnel Costs,Budget,-411996.87
2026-11-01,Austria,DACH,Services,External Services,Budget,-131488.36
2026-11-01,Austria,DACH,Services,Travel Expenses,Budget,-21484.38
2026-11-01,Austria,DACH,Services,IT Expenses,Budget,-18262.76
2026-11-01,Austria,DACH,Services,Other Operating Expenses,Budget,-30762.04
2026-11-01,Austria,DACH,Services,Depreciation,Budget,-35063.56
2026-11-01,Austria,DACH,Services,Other Operating Income,Budget,6917.41
2026-11-01,Austria,DACH,Services,Revenue,Forecast,1720257.62
2026-11-01,Austria,DACH,Services,Material Costs,Forecast,-310506.97
2026-11-01,Austria,DACH,Services,Production Costs,Forecast,-138003.1
2026-11-01,Austria,DACH,Services,Personnel Costs,Forecast,-405384.1
2026-11-01,Austria,DACH,Services,External Services,Forecast,-129377.9
2026-11-01,Austria,DACH,Services,Travel Expenses,Forecast,-21130.11
2026-11-01,Austria,DACH,Services,IT Expenses,Forecast,-17010.06
2026-11-01,Austria,DACH,Services,Other Operating Expenses,Forecast,-28771.54
2026-11-01,Austria,DACH,Services,Depreciation,Forecast,-34405.15
2026-11-01,Austria,DACH,Services,Other Operating Income,Forecast,7255.14
2026-11-01,Austria,DACH,Equipment,Revenue,Actual,2061658.87
2026-11-01,Austria,DACH,Equipment,Material Costs,Actual,-921268.68
2026-11-01,Austria,DACH,Equipment,Production Costs,Actual,-321372.8
2026-11-01,Austria,DACH,Equipment,Personnel Costs,Actual,-257098.24
2026-11-01,Austria,DACH,Equipment,External Services,Actual,-85699.41
2026-11-01,Austria,DACH,Equipment,Travel Expenses,Actual,-25814.46
2026-11-01,Austria,DACH,Equipment,IT Expenses,Actual,-21003.62
2026-11-01,Austria,DACH,Equipment,Other Operating Expenses,Actual,-36946.47
2026-11-01,Austria,DACH,Equipment,Depreciation,Actual,-92774.65
2026-11-01,Austria,DACH,Equipment,Other Operating Income,Actual,8274.01
2026-11-01,Austria,DACH,Equipment,Revenue,Budget,2215634.43
2026-11-01,Austria,DACH,Equipment,Material Costs,Budget,-952722.81
2026-11-01,Austria,DACH,Equipment,Production Costs,Budget,-332345.16
2026-11-01,Austria,DACH,Equipment,Personnel Costs,Budget,-265876.13
2026-11-01,Austria,DACH,Equipment,External Services,Budget,-88625.38
2026-11-01,Austria,DACH,Equipment,Travel Expenses,Budget,-26483.18
2026-11-01,Austria,DACH,Equipment,IT Expenses,Budget,-22656.3
2026-11-01,Austria,DACH,Equipment,Other Operating Expenses,Budget,-39008.17
2026-11-01,Austria,DACH,Equipment,Depreciation,Budget,-99703.55
2026-11-01,Austria,DACH,Equipment,Other Operating Income,Budget,8576.88
2026-11-01,Austria,DACH,Equipment,Revenue,Forecast,2120590.29
2026-11-01,Austria,DACH,Equipment,Material Costs,Forecast,-922908.5
2026-11-01,Austria,DACH,Equipment,Production Costs,Forecast,-321944.83
2026-11-01,Austria,DACH,Equipment,Personnel Costs,Forecast,-257555.86
2026-11-01,Austria,DACH,Equipment,External Services,Forecast,-85851.95
2026-11-01,Austria,DACH,Equipment,Travel Expenses,Forecast,-25413.22
2026-11-01,Austria,DACH,Equipment,IT Expenses,Forecast,-21790.54
2026-11-01,Austria,DACH,Equipment,Other Operating Expenses,Forecast,-37529.82
2026-11-01,Austria,DACH,Equipment,Depreciation,Forecast,-95426.56
2026-11-01,Austria,DACH,Equipment,Other Operating Income,Forecast,8463.78
2026-11-01,Germany,DACH,Industrial Solutions,Revenue,Actual,3745035.92
2026-11-01,Germany,DACH,Industrial Solutions,Material Costs,Actual,-1368770.9
2026-11-01,Germany,DACH,Industrial Solutions,Production Costs,Actual,-443925.7
2026-11-01,Germany,DACH,Industrial Solutions,Personnel Costs,Actual,-536410.22
2026-11-01,Germany,DACH,Industrial Solutions,External Services,Actual,-184969.04
2026-11-01,Germany,DACH,Industrial Solutions,Travel Expenses,Actual,-43004.06
2026-11-01,Germany,DACH,Industrial Solutions,IT Expenses,Actual,-37970.11
2026-11-01,Germany,DACH,Industrial Solutions,Other Operating Expenses,Actual,-68618.29
2026-11-01,Germany,DACH,Industrial Solutions,Depreciation,Actual,-131076.26
2026-11-01,Germany,DACH,Industrial Solutions,Other Operating Income,Actual,13943.36
2026-11-01,Germany,DACH,Industrial Solutions,Revenue,Budget,3702628.14
2026-11-01,Germany,DACH,Industrial Solutions,Material Costs,Budget,-1369972.41
2026-11-01,Germany,DACH,Industrial Solutions,Production Costs,Budget,-444315.38
2026-11-01,Germany,DACH,Industrial Solutions,Personnel Costs,Budget,-536881.08
2026-11-01,Germany,DACH,Industrial Solutions,External Services,Budget,-185131.41
2026-11-01,Germany,DACH,Industrial Solutions,Travel Expenses,Budget,-46209.54
2026-11-01,Germany,DACH,Industrial Solutions,IT Expenses,Budget,-38875.68
2026-11-01,Germany,DACH,Industrial Solutions,Other Operating Expenses,Budget,-66723.96
2026-11-01,Germany,DACH,Industrial Solutions,Depreciation,Budget,-129591.98
2026-11-01,Germany,DACH,Industrial Solutions,Other Operating Income,Budget,14430.7
2026-11-01,Germany,DACH,Industrial Solutions,Revenue,Forecast,3681880.46
2026-11-01,Germany,DACH,Industrial Solutions,Material Costs,Forecast,-1408466.65
2026-11-01,Germany,DACH,Industrial Solutions,Production Costs,Forecast,-456800.0
2026-11-01,Germany,DACH,Industrial Solutions,Personnel Costs,Forecast,-551966.66
2026-11-01,Germany,DACH,Industrial Solutions,External Services,Forecast,-190333.33
2026-11-01,Germany,DACH,Industrial Solutions,Travel Expenses,Forecast,-42434.3
2026-11-01,Germany,DACH,Industrial Solutions,IT Expenses,Forecast,-36833.61
2026-11-01,Germany,DACH,Industrial Solutions,Other Operating Expenses,Forecast,-66571.45
2026-11-01,Germany,DACH,Industrial Solutions,Depreciation,Forecast,-128865.82
2026-11-01,Germany,DACH,Industrial Solutions,Other Operating Income,Forecast,15519.95
2026-11-01,Germany,DACH,Services,Revenue,Actual,2402669.8
2026-11-01,Germany,DACH,Services,Material Costs,Actual,-454511.87
2026-11-01,Germany,DACH,Services,Production Costs,Actual,-202005.27
2026-11-01,Germany,DACH,Services,Personnel Costs,Actual,-593390.49
2026-11-01,Germany,DACH,Services,External Services,Actual,-189379.94
2026-11-01,Germany,DACH,Services,Travel Expenses,Actual,-27961.08
2026-11-01,Germany,DACH,Services,IT Expenses,Actual,-24049.68
2026-11-01,Germany,DACH,Services,Other Operating Expenses,Actual,-42638.05
2026-11-01,Germany,DACH,Services,Depreciation,Actual,-48053.4
2026-11-01,Germany,DACH,Services,Other Operating Income,Actual,9036.33
2026-11-01,Germany,DACH,Services,Revenue,Budget,2350146.1
2026-11-01,Germany,DACH,Services,Material Costs,Budget,-423026.3
2026-11-01,Germany,DACH,Services,Production Costs,Budget,-188011.69
2026-11-01,Germany,DACH,Services,Personnel Costs,Budget,-552284.33
2026-11-01,Germany,DACH,Services,External Services,Budget,-176260.96
2026-11-01,Germany,DACH,Services,Travel Expenses,Budget,-29263.67
2026-11-01,Germany,DACH,Services,IT Expenses,Budget,-23267.54
2026-11-01,Germany,DACH,Services,Other Operating Expenses,Budget,-40961.49
2026-11-01,Germany,DACH,Services,Depreciation,Budget,-47002.92
2026-11-01,Germany,DACH,Services,Other Operating Income,Budget,9337.32
2026-11-01,Germany,DACH,Services,Revenue,Forecast,2360930.93
2026-11-01,Germany,DACH,Services,Material Costs,Forecast,-425316.24
2026-11-01,Germany,DACH,Services,Production Costs,Forecast,-189029.44
2026-11-01,Germany,DACH,Services,Personnel Costs,Forecast,-555273.97
2026-11-01,Germany,DACH,Services,External Services,Forecast,-177215.1
2026-11-01,Germany,DACH,Services,Travel Expenses,Forecast,-26846.79
2026-11-01,Germany,DACH,Services,IT Expenses,Forecast,-23765.91
2026-11-01,Germany,DACH,Services,Other Operating Expenses,Forecast,-41384.24
2026-11-01,Germany,DACH,Services,Depreciation,Forecast,-47218.62
2026-11-01,Germany,DACH,Services,Other Operating Income,Forecast,10090.06
2026-11-01,Germany,DACH,Equipment,Revenue,Actual,2922569.87
2026-11-01,Germany,DACH,Equipment,Material Costs,Actual,-1253407.21
2026-11-01,Germany,DACH,Equipment,Production Costs,Actual,-437235.07
2026-11-01,Germany,DACH,Equipment,Personnel Costs,Actual,-349788.06
2026-11-01,Germany,DACH,Equipment,External Services,Actual,-116596.02
2026-11-01,Germany,DACH,Equipment,Travel Expenses,Actual,-35715.57
2026-11-01,Germany,DACH,Equipment,IT Expenses,Actual,-29210.8
2026-11-01,Germany,DACH,Equipment,Other Operating Expenses,Actual,-52320.66
2026-11-01,Germany,DACH,Equipment,Depreciation,Actual,-131515.64
2026-11-01,Germany,DACH,Equipment,Other Operating Income,Actual,11717.57
2026-11-01,Germany,DACH,Equipment,Revenue,Budget,2982692.87
2026-11-01,Germany,DACH,Equipment,Material Costs,Budget,-1282557.93
2026-11-01,Germany,DACH,Equipment,Production Costs,Budget,-447403.93
2026-11-01,Germany,DACH,Equipment,Personnel Costs,Budget,-357923.14
2026-11-01,Germany,DACH,Equipment,External Services,Budget,-119307.71
2026-11-01,Germany,DACH,Equipment,Travel Expenses,Budget,-35143.91
2026-11-01,Germany,DACH,Equipment,IT Expenses,Budget,-29622.19
2026-11-01,Germany,DACH,Equipment,Other Operating Expenses,Budget,-50888.9
2026-11-01,Germany,DACH,Equipment,Depreciation,Budget,-134221.18
2026-11-01,Germany,DACH,Equipment,Other Operating Income,Budget,12395.46
2026-11-01,Germany,DACH,Equipment,Revenue,Forecast,2932041.5
2026-11-01,Germany,DACH,Equipment,Material Costs,Forecast,-1265298.46
2026-11-01,Germany,DACH,Equipment,Production Costs,Forecast,-441383.18
2026-11-01,Germany,DACH,Equipment,Personnel Costs,Forecast,-353106.55
2026-11-01,Germany,DACH,Equipment,External Services,Forecast,-117702.18
2026-11-01,Germany,DACH,Equipment,Travel Expenses,Forecast,-34368.09
2026-11-01,Germany,DACH,Equipment,IT Expenses,Forecast,-30433.85
2026-11-01,Germany,DACH,Equipment,Other Operating Expenses,Forecast,-52891.56
2026-11-01,Germany,DACH,Equipment,Depreciation,Forecast,-131941.87
